500
25

173	195
580	601
25	69
431	774
543	390
549	945
549	488
470	817
338	884
617	811
299	278
370	892
585	362
566	441
640	761
441	981
387	354
454	819
338	893
375	441
259	413
323	337
290	898
230	592
806	540

124	129
50	100
523	526
350	703
481	981
590	909
593	497
547	741
575	778
596	583
406	448
559	414
288	0
451	543
604	463
555	410
198	83
554	355
369	489
27	294
605	893
132	310
337	990
524	343
451	884
18	250
277	33
518	417
6	122
462	647
547	555
591	663
244	182
525	406
443	956
309	203
452	901
605	417
156	79
632	478
324	52
89	105
1	289
517	534
240	26
460	720
6	246
419	911
526	339
533	371
432	832
342	795
157	269
493	694
444	790
496	949
381	993
611	994
554	849
542	877
520	783
478	526
400	691
579	521
245	265
515	918
342	572
540	584
176	96
235	148
624	389
431	703
169	151
505	954
348	973
402	779
341	522
38	118
389	844
249	239
40	33
445	959
380	784
378	485
561	640
394	989
46	310
225	137
471	772
538	507
445	962
501	381
532	586
343	367
532	813
543	355
248	222
541	974
653	527
531	622
109	115
195	116
331	159
661	677
406	506
394	780
519	908
639	730
404	482
28	110
644	336
85	49
344	922
552	856
85	154
567	428
656	735
228	100
336	347
442	596
654	911
492	589
449	734
428	623
265	151
542	859
36	290
95	329
157	161
586	658
244	105
173	6
172	129
523	333
485	411
444	595
616	912
136	268
535	887
467	999
390	884
91	325
510	653
507	749
154	244
379	762
656	471
553	631
354	680
145	163
109	311
522	840
137	230
170	286
559	937
436	650
582	526
238	311
452	367
626	980
511	694
440	813
209	290
497	804
641	740
507	849
651	439
303	287
615	643
120	255
455	570
592	589
624	745
631	372
515	727
336	642
393	744
568	360
243	316
515	667
586	353
470	867
293	275
436	774
235	11
512	886
532	578
648	929
506	540
163	162
128	32
162	114
536	513
293	47
606	733
443	704
222	184
534	687
399	584
257	302
318	176
250	155
389	713
340	768
251	302
447	400
274	257
341	528
457	634
611	510
42	100
8	245
173	226
582	546
373	721
185	141
344	391
131	258
508	489
304	292
460	539
28	145
63	258
422	691
408	857
22	275
621	983
572	911
108	178
519	439
635	840
517	529
185	278
556	509
446	718
334	609
377	840
594	564
98	95
410	555
648	428
487	539
459	678
369	620
123	34
328	31
146	24
414	726
441	922
504	555
447	912
603	438
230	116
126	171
383	714
557	576
525	828
621	787
652	821
613	417
493	793
630	591
653	812
544	389
394	604
499	627
534	889
316	106
486	781
460	550
646	868
141	112
561	742
137	175
486	812
566	454
23	159
245	264
605	833
563	395
138	111
579	841
521	808
519	823
651	345
254	239
391	944
291	2
112	233
653	698
639	486
646	867
590	932
271	310
572	346
289	243
591	581
99	294
9	265
489	897
116	247
656	830
183	169
606	471
644	507
360	859
611	998
19	234
416	596
295	321
435	898
402	825
129	245
211	22
69	47
139	290
368	731
608	507
271	284
586	571
244	77
556	452
546	423
360	469
554	371
155	61
660	407
52	145
645	432
470	680
338	569
473	819
554	388
408	681
361	354
638	529
473	941
492	799
514	578
624	752
391	339
71	183
60	164
147	333
645	896
279	179
14	57
580	444
657	693
440	638
458	441
575	745
434	578
421	909
584	422
24	244
161	317
555	875
640	938
538	419
393	713
530	463
405	460
439	841
22	72
499	780
411	598
541	590
425	385
610	853
563	957
512	885
451	936
664	869
488	461
641	743
454	364
139	115
202	299
389	924
469	401
664	645
61	56
618	382
110	36
226	308
507	642
636	978
222	97
505	552
635	710
585	485
635	612
665	713
471	496
546	919
498	692
405	815
252	20
651	594
324	530
76	954
927	507
679	87
822	266
725	781
972	871
747	318
745	685
993	608
663	205
908	118
421	227
198	461
798	165
150	401
486	327
173	751
44	542
770	554
912	781
190	845
957	787
758	410
507	56
573	249
166	629
742	348
458	174
311	439
801	505
809	745
827	875
188	429
988	113
775	384
696	841
881	35
14	718
805	387
307	545
894	300
674	149
235	343
575	286
632	12
770	396
889	186
901	186
442	270
984	651
964	148
197	501
249	891
383	134
990	285
530	85
586	147
429	35
251	975
939	715
763	193
919	105
855	168
959	343
894	594
717	243
343	274
210	377
71	867
695	964
916	903
960	539
901	432
896	530
204	841
7	658
846	530
421	98
905	915
817	216
122	839
232	937
561	264
844	123
727	126
485	41
521	316
708	63
842	748
234	549
577	331
864	405
623	85
990	345
139	468
853	616
897	475
764	20
102	893

300

1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200

18
15
14
20
20
16
18
13
10
16
15
11
14
14
10
11
19
19
19
16
18
19
10
17
11
11
15
15
14
11
17
17
12
17
10
16
17
10
15
15
19
13
16
10
15
14
12
20
14
12
15
17
16
11
18
18
11
19
20
11
11
16
19
13
16
14
16
15
20
18
15
12
14
13
12
11
14
17
12
10
18
11
13
19
11
19
11
10
16
15
15
20
13
15
11
20
19
11
10
10
13
15
13
14
19
13
10
17
16
19
16
11
17
16
13
11
17
13
14
19
18
19
15
11
19
18
19
13
14
17
18
16
18
15
10
20
10
15
12
11
17
16
11
16
11
20
14
12
16
13
17
12
18
19
15
20
18
20
18
17
17
16
19
15
11
19
20
13
19
11
12
13
19
12
20
16
18
17
11
10
19
19
13
16
10
15
14
19
14
16
18
11
11
17
17
19
18
17
17
19
20
15
16
14
20
18
20
20
12
13
18
15
10
11
10
11
15
14
10
19
12
16
17
15
18
19
14
18
17
10
13
19
17
20
10
19
12
20
12
18
13
20
19
17
10
18
20
10
11
16
13
17
15
13
12
19
13
20
15
17
10
18
17
19
15
14
15
14
16
10
15
19
17
20
20
18
10
15
16
13
11
15
15
16
10
11
15
11
20
19
20
10
20
13
11
20
15
12
18
17
18
14
12
19
14
13
18
18
19
19
18
16
15
18
14
17
13
11
15
20
18
11
12
17
11
11
16
14
16
12
17
10
18
16
18
17
10
10
16
18
17
10
20
17
10
12
15
15
14
11
15
20
16
10
20
14
10
16
10
10
10
11
12
17
14
19
15
19
11
13
17
14
15
20
20
15
19
11
18
11
20
19
17
15
11
17
14
18
20
19
12
15
11
17
16
13
13
17
16
13
18
16
18
11
19
14
17
20
15
16
17
19
20
10
19
13
19
12
19
19
12
18
10
15
16
17
13
20
11
19
10
20
12
13
20
11
15
10
15
16
18
16
19
10
11
16
10
14
18
17
16
18
14
14
10
10
12
17
18
15
14
12
13
14
11
18
20
16
15
11
14
10
19
18
20
11
19
18
16
12
19
13
16
13
17
13
17
14
11
12
18
12
15
17
14
20
19
18
14
14

247
350
358
371
333
266
351
345
364
246
213
299
292
284
376
210
253
322
346
204
331
275
222
319
313

0

1
