1000
50

136	63
958	316
960	296
901	232
126	620
80	53
643	473
807	419
672	12
393	520
101	273
177	52
399	487
861	455
536	510
690	571
916	575
617	414
921	171
826	597
471	647
235	317
226	587
40	147
265	187
945	117
261	110
736	519
677	415
217	544
160	628
262	540
686	370
323	519
723	348
995	487
295	392
870	261
914	546
946	260
374	909
573	826
204	758
226	962
68	858
522	726
613	745
802	793
57	819
91	999

380	378
844	475
710	459
864	162
831	22
215	174
982	268
437	652
996	301
354	499
707	33
585	386
669	94
244	68
108	12
702	93
252	427
284	439
28	157
928	628
35	279
851	117
452	645
626	578
516	451
411	539
568	578
378	554
399	553
184	163
573	348
626	585
661	650
632	643
310	511
738	292
219	495
21	551
810	497
537	615
756	409
489	510
174	25
601	481
306	250
55	135
786	541
743	642
934	92
711	439
8	265
877	90
31	384
814	305
187	374
211	363
91	568
319	105
195	284
572	574
971	608
668	453
498	511
43	287
981	642
745	149
389	662
595	402
838	424
782	333
152	205
326	201
936	193
778	4
161	15
223	589
873	539
827	631
207	14
342	642
311	250
120	627
838	354
485	534
795	226
321	463
498	485
833	455
262	131
374	449
432	661
758	519
410	395
933	276
296	278
536	383
922	438
282	339
709	634
831	583
457	656
865	16
459	481
270	472
654	513
793	254
128	548
261	470
349	433
577	498
45	167
98	394
12	450
677	568
858	304
719	363
906	244
149	261
120	662
493	497
585	481
953	52
946	274
879	124
997	17
424	481
63	361
899	443
810	478
592	417
195	477
963	218
369	341
379	626
82	467
995	242
634	433
665	586
386	406
938	455
319	656
433	337
160	402
355	408
883	455
930	463
765	34
46	358
94	596
664	367
233	49
3	498
945	279
559	411
571	338
931	72
146	395
762	570
869	125
2	194
791	644
696	99
4	453
630	620
734	120
141	490
700	256
10	4
274	155
505	651
234	265
325	333
156	171
132	118
728	67
263	536
811	582
841	301
493	629
167	73
751	489
704	152
156	572
409	441
56	386
280	378
304	493
985	551
681	241
774	652
961	40
448	390
347	373
329	57
972	388
966	274
885	474
180	196
80	477
203	26
876	612
122	200
19	462
475	484
500	404
978	324
