300
15

378	978
502	496
522	804
572	281
619	295
371	988
385	758
656	45
415	304
437	269
355	347
352	13
266	202
98	801
682	5

533	852
617	641
562	352
633	545
474	483
541	698
481	734
591	77
403	466
538	465
614	29
641	301
607	692
613	757
588	571
573	343
355	600
477	510
608	301
451	412
574	8
539	561
573	700
528	62
657	880
503	628
544	395
587	490
506	433
477	132
568	429
564	526
546	981
371	825
511	248
375	172
385	802
473	687
362	705
493	61
392	248
407	234
530	492
444	177
602	447
559	874
622	340
587	436
635	77
520	324
575	414
518	705
525	750
643	425
541	108
540	662
541	770
375	587
377	881
457	583
461	606
594	70
337	860
612	57
544	932
574	0
640	731
633	990
368	60
616	583
635	94
632	394
376	50
334	765
569	700
637	0
622	146
408	51
578	170
334	232
471	849
538	386
424	660
547	677
475	283
618	853
501	592
547	541
337	189
565	245
522	719
596	363
426	118
496	296
648	385
475	205
653	387
348	787
589	875
344	979
565	477
636	571
513	457
587	19
445	29
434	329
423	425
364	601
356	599
410	646
520	591
665	235
384	15
570	371
613	679
518	353
548	463
615	170
568	477
645	781
634	464
337	767
523	962
497	50
554	413
658	119
607	705
385	639
353	126
535	266
433	723
366	294
660	16
525	428
639	498
470	322
384	976
635	145
542	572
480	234
645	320
653	866
363	996
605	612
605	384
521	108
621	566
633	762
630	706
627	886
523	755
615	407
413	847
512	314
489	789
339	386
474	38
537	929
650	704
637	686
599	17
643	806
594	337
572	789
548	186
624	937
543	592
389	509
372	757
459	847
336	171
563	953
535	772
446	745
618	206
475	337
453	636
521	359
560	75
463	417
377	179
548	558
473	358
534	101
432	175
519	11
539	274
361	335
392	36
657	767
468	285
663	92
510	783
632	296
389	337
503	86
343	793
636	533
553	141
498	887
603	968
454	218
391	471
578	698
632	284
656	484
630	489
591	306
617	860
355	251
561	650
613	461
588	515
590	586
543	947
599	368
521	356
510	610
396	97
352	142
336	583
480	271
517	537
393	630
350	494
348	603
444	256
557	818
658	440
470	787
449	573
443	286
424	286
539	44
662	230
354	927
648	445
630	757
348	666
522	226
951	29
813	287
704	372
30	77
217	354
982	919
70	603
154	642
826	682
965	970
284	859
219	596
670	515
149	223
244	748
208	418
783	295
324	755
175	920
313	636
694	937
688	286
918	86
738	193
305	591
796	187
794	321
72	480
64	693
110	523
987	953
104	281
160	51
816	383
907	170
194	584
89	401
266	813
156	741
671	528
270	758
115	785
885	790
723	309
817	414
668	458
277	985
124	594
737	581
979	709
215	394
710	855
142	987
974	164
110	782
973	782
224	756
245	838
315	825
305	664

150

1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200

16
15
12
10
12
20
10
15
18
19
18
13
15
14
11
19
19
20
14
16
11
18
10
11
10
15
17
15
15
10
11
12
19
18
18
18
19
20
12
11
14
20
11
16
10
12
17
14
13
13
14
12
12
12
17
11
17
12
13
13
18
15
17
13
19
18
14
20
18
10
17
20
18
14
15
13
20
11
14
12
11
15
14
18
19
11
12
12
14
10
15
10
16
13
18
20
10
13
12
11
19
13
13
14
11
10
15
12
19
14
11
14
15
18
11
10
15
15
12
16
11
12
14
15
15
19
12
13
17
19
13
11
11
11
17
14
13
19
16
16
18
16
14
13
17
19
10
19
16
13
20
17
18
17
19
16
19
14
10
14
20
14
13
19
20
15
16
15
11
11
15
15
19
12
18
20
16
11
10
12
19
20
19
15
17
15
19
17
13
12
16
18
11
14
10
10
18
16
15
12
12
11
12
17
12
11
11
16
19
18
17
15
12
18
10
12
19
12
20
14
10
20
10
19
20
11
12
16
14
17
13
15
11
13
18
13
19
14
17
11
19
12
17
17
16
12
12
12
15
16
14
13
19
18
15
13
10
17
17
20
12
12
14
17
10
19
11
14
15
18
18
12
12
10
20
15
16
19
17
19
18
20
10
18
15
18
19
12
13
18
11
16
10
16
10
12
19
15
20
14

28721
20019
36314
29500
22789
28411
25282
23636
22711
23211
39546
23284
38372
31442
38924

0

1
